top_mode_smiles,n_distinct_products
COCC(C)Oc1cc(Oc2cnc(S(C)(=O)=O)cn2)cc(-c2ccc(C(=O)O)[nH]2)c1.NCC(O)CO,1
CC(C)(C)OC(=O)c1cccc(CN2CN(c3ccccc3)C3(CCNCC3)C2=O)c1.O=c1[nH]c2ccc(Cl)cc2n1CCCCl,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Nc1cncc(Br)c1,1
COC(=O)CC1Nc2ccccc2NC1=O.O=C(Cl)c1ccc(F)c(F)c1,1
CCOC(=O)c1cn(N)c2c(F)cc(I)cc2c1=O.CI,1
Cc1nc2cc3c(cc2c(=O)n1COC(=O)C(C)(C)C)C(=O)CC3.Nc1ccc(C(=O)O)c(F)c1,1
CC(=O)OC(C)=O.NCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12,1
Brc1cccc(I)c1.OB(O)c1cc2ccccc2c2ccccc12,1
COc1cc(Br)ccc1-n1cnc(C)c1.Nc1nc2cccc(C(F)(F)F)n2n1,1
CC(C)N1CNC(=O)C12CCNCC2.Clc1ccc(-n2c(-c3ccccc3Cl)nc3c(Cl)ncnc32)cc1,1
C1CNCCNC1.Clc1nc2ccccc2[nH]1,1
CC(N)c1ccccc1.Clc1nc(Cl)c2scc(Br)c2n1,1
C1CNC1.CCNC(=O)c1nc2cc(NC(=O)c3c(C(=O)O)cnn3C)ccn2n1,1
Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1.O=C(OC(=O)C(F)(F)F)C(F)(F)F,1
c1ccc(CN2CCc3cc4nccnc4cc3CC2)cc1,1
CC1CN(c2c(CO)cc(I)c(F)c2F)CC(C)O1,1
CC(C)(C)C(=O)Nc1nc(O)c2c(C#C[Si](C)(C)C)c[nH]c2n1,1
COC(=O)c1cc(-c2nnnn2C)cc([N+](=O)[O-])c1,1
CC(=O)Nc1ccc([N+](=O)[O-])c2c1CCCC2,1
COC(=O)C(C)(C)c1ccc(Br)cc1,1
COc1ccc(-c2ccc(Cl)nc2)cc1.NN,1
COc1ccc2c(c1)SCc1cccc([N+](=O)[O-])c1C2=O,1
CC1(C)CNc2cc(N3CCOCC3)ccc21.Cc1c(-c2ccccc2S(C)(=O)=O)nc2cc(F)ccc2c1Cl,1
CC(C)(C)OC(=O)CBr.COc1ccc2nccc(-n3cc4c(n3)CCC(NCc3ccc5c(c3)NC(=O)CS5)C4)c2n1,1
Brc1nccs1.COc1ccc(N)cc1,1
CC(C)(C)CC1NC(C(=O)O)C(c2cccc(Cl)c2F)C1(C#N)c1ccc(Cl)cc1F.Nc1ccc2c(c1)C(=O)NC2=O,1
BrCc1ccccc1.O=Cc1ccc([N+](=O)[O-])c(O)c1,1
O=[N+]([O-])c1cccc2ccccc12,1
CCOC(=O)c1ncc2cccnc2c1O.NCc1ccc(F)cc1,1
CC(CC(=O)O)CC(C)(C)C.Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,1
CN(C(=O)Cl)c1ccccc1.Oc1cccc(-c2ccccc2)c1,1
N#Cc1cc(Cl)ccc1N.O=C(Cl)Oc1ccccc1,1
CC(C)(C)OC(=O)c1ccccc1-c1ccc(CBr)cc1.CCCCc1nc(C(=O)c2ccccc2)c(C#N)[nH]1,1
CS(=O)(=O)Cl.NCCCCCCCCCCCCO,1
CC(NC(=O)c1ccc(C(=O)N2CCCC2CNC(=O)OC(C)(C)C)c(Cl)c1)c1nc2cc(Cl)ccc2[nH]1,1
Cc1noc(C)c1-c1c(-c2ccc(OCc3ccccc3)cc2)c2ccccc2n1C=NO,1
CCN1C(=O)CCCc2c1ccc(N)c2OC.Clc1ncc(Cl)c(Nc2ccccc2-n2cccn2)n1,1
O=C(Cl)CCCCc1ccccc1.OCc1cc(CNCCc2ccccn2)ccc1OCc1ccccc1,1
COC(=O)Cc1ccc(OCC(C)=O)cc1.NCC(O)c1cccc(F)c1,1
CC(NC(=O)c1cc2ccccc2n1C)C(=O)NC(CO)CC(=NNC(N)=O)OC(C)(C)C,1
CC(C)(C)OC(=O)N1CCN(c2ccc(F)c(C#N)c2)CC1,1
CC1(C)CC(=O)c2c([nH]c3c(Cl)cc(Cl)cc23)C1.CCOC(=O)CCCCCBr,1
CC(Nc1nccc(-n2cnc3ccccc32)n1)C1CCCNC1.CN(C)CC(=O)O,1
COC(=O)c1cccc(NS(=O)(=O)c2cc3ccccc3s2)c1,1
CC1CCC(C)N1.COc1cc2[nH]ncc2cc1Nc1ncnc2sc3c(c12)CCC(C(=O)O)C3,1
CCN(C(=O)CCNCCC(F)(F)F)c1cn(-c2cccnc2)nc1Cl.CS(=O)(=O)Cl,1
COc1ccc(Br)cc1CCc1ccccc1.OB(O)c1ccccc1,1
COC(=O)CC(=O)Cc1ccc(OCc2ccccc2Oc2ccccc2)cc1.NO,1
COC(=O)C(Cc1cnc(Cl)nc1Cl)c1ccc(OC)cc1.Nc1ccccc1,1
O=[N+]([O-])c1cnc(-c2ccccn2)nc1O,1
C1=CCNC1.O=C(O)C1CCCN(c2ccc3nc(-c4cccc(C5CC5)n4)[nH]c3n2)C1,1
O=C(O)C(CO)(CO)C1CCCCC1,1
CCOC(=O)c1csc(C)n1.O=C1CCC(=O)N1Br,1
CC(C)(C)OC(=O)N1CCCC(c2cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c3c(N)ncnn23)C1,1
COC(=O)C(C=Cc1ccc(F)cc1)C(C)C,1
COC(=O)C(Cc1ccc(OCCn2c(=O)sc3cc(C(=O)c4ccccc4)ccc32)cc1)NC(=O)OC(C)(C)C,1
CC(=O)c1ccc(NS(C)(=O)=O)c(Nc2ccc(F)cc2F)c1,1
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(C=O)cc3)s2)o1.NCC(O)CO,1
CN1CCN(c2cccc(N)c2)CC1.Fc1ccc(CNc2cccn3nc(Cl)nc23)cc1,1
COc1cc(C(=O)NC2COC2)ccc1[N+](=O)[O-],1
COC(=O)NC(C(=O)NCCN(C)C1CN(C(=O)OC(C)(C)C)CC1N(CCC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(c1ccccc1)c1ccccc1,1
CCC(C)OC(C)CC,1
Clc1nc(Cl)c2scc(Br)c2n1.NCc1ccccc1,1
COc1cc(C(C)NS(=O)(=O)c2ccccc2OC(F)(F)F)ccc1Br.COc1ncccc1B(O)O,1
CC(C(=O)NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)N1Cc2ccccc2CC1C(=O)NC1CCCc2ccccc21)N(C)C(=O)OC(C)(C)C,1
CC(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)NOP(C)(=O)O,1
CC(C)C(NC(=O)OCc1ccccc1)C(=O)O.Nc1ccncc1C(=O)NCc1ccccc1,1
CC(C)(C)OC(=O)CBr.N#Cc1ccc(NCC2CC2)cc1C(F)(F)F,1
COc1cc(Nc2nc(CCc3ccccc3)cs2)ncc1Br,1
CC(C)N(C(=O)CNc1ccccc1[N+](=O)[O-])c1ccccc1,1
N#CCC1(CC#N)CC1,1
NCc1ccc(Br)cc1.O=C(O)c1cn(N2CCOCC2)c2ccc(CN3CCOCC3)cc2c1=O,1
N#CCCl.Sc1nc(NCc2ccc3c(c2)OCO3)cc(-c2ccccc2)n1,1
CCCCCCCCCCCCCCOc1ccc(N)cc1.O=Cc1cccnc1,1
O=C1c2cccc3cccc(c23)C(=O)N1CCBr.Oc1ccc2[nH]cc(C3CCNCC3)c2c1,1
CC(=O)Cl.CCCCCCCCCCCCn1nnc(C(N)C(=O)Nc2c(C(C)C)cccc2C(C)C)n1,1
Cn1c(=O)c(N)c(N)c2ccccc21.O=C(NC1CCCC(C(=O)O)C1)OCc1ccccc1,1
NC(=S)c1cn(CC2CCCCC2)c2c(Cl)cccc12.O=C(CCl)CCl,1
COC(=O)c1ccc(N)cc1.O=Cc1cc(Br)ccc1CCc1ccccc1,1
COC(=O)C(OC(C)(C)C)c1c(C)nc2sc3c(c2c1Cl)CCCC3.Sc1ccccc1,1
CCOC(=O)C(=Cc1ccc(OC)c(OC)c1)C(C)=O,1
CCOC(=O)c1cn(-c2cccnc2)nc1C,1
O=Cc1sccc1Br.OB(O)c1ccccc1,1
C[Si](C)(C)CCOCn1cc(I)c2c(Cl)nc(Cl)nc21.OC1CCOCC1,1
CCCC1NCCN(Cc2ccc3c(N)ncnc3c2)C1=O.O=C(O)CC(=O)c1ccc(Cl)s1,1
N#Cc1cnc2cc3ccccc3cc2c1Cl.Nc1ccc(F)c(Cl)c1,1
CCOC(=O)c1cc(C(C)(C)C)n[nH]1.FC(F)(F)c1ccc(CBr)c(Cl)c1,1
CNCc1cn(Cc2ccccc2)c2ccccc12.Nc1ccc(C=CC(=O)O)cn1,1
CCC(C)I.COc1ccc(CC2c3c(O)ccc(OC)c3CCN2CC(=O)NCc2ccccn2)cc1OC,1
COc1ccc(-c2nc(OC)oc2-c2ccc(O)cc2)cc1.O=C1c2ccccc2C(=O)N1CCO,1
CS(=O)(=O)Cl.OCCC#Cc1cccc(CF)n1,1
CCC1C(=O)N(CC)c2cc(F)ccc2N1S(=O)(=O)c1ccc(OC)cc1,1
CC(C)n1cc(Br)cn1.CCOC(=O)c1cc(F)cc(Sc2c(C)[nH]c3c(F)c(Cl)ccc23)c1,1
CS(=O)(=O)c1ccc(C=O)cc1.Nc1ccc(-c2c(N)nc(N)nc2C2CCOCC2)cc1,1
COCCC1(COC)CCN(C(=O)OC(C)(C)C)CC1,1
COC(=O)CCc1cccc(OC)c1,1
COC(=O)CC(N)C(=O)OC.O=[N+]([O-])c1ccc(Br)cc1F,1
COC(=O)c1cccc(OCc2ccccc2)c1,1
COc1cc(C(C)NC2CCC(c3ccc(Cl)nc3)C2)ccc1F.NCCO,1
C=C1C(O[Si](C)(C)C(C)(C)C)CC(O)(C(=O)O)CC1O[Si](C)(C)C(C)(C)C,1
CC(C)(O)CNCCCS(=O)CCC(F)(F)F.Oc1ccc2c(c1)CCCC(c1cc(F)cc(F)c1)=C2CCCCCCBr,1
CCOC(=O)C=Cc1cc2ncnc(SC)c2cc1OC,1
CN1CCC(F)(CO)CC1.NS(=O)(=O)c1ccc(F)c(Cl)c1,1
NC1CCN(CC2Cn3c(=O)ccc4ncc(=O)n2c43)CC1.O=Cc1ccc(C(F)(F)F)nn1,1
CC(C)(C)OC(=O)N1CCNCC1.CC1C(=O)N(COCC[Si](C)(C)C)N=C2COc3ccc(Br)cc3N21,1
Nc1ccc(CCc2ccccn2)nc1.O=C(Cl)c1ccccc1-c1ccc(C(F)(F)F)cc1,1
COc1ccc(N2CCN(C(=S)NCC(OC)OC)CC2)cc1,1
Cc1c(F)cccc1-n1nnn(C)c1=O.O=C1CCC(=O)N1Br,1
BrCC1CC1.O=S(=O)(c1cccc(N2CCC(F)C2)c1)N1CCC2=Cc3c(cnn3-c3ccc(F)cc3)CC2(CO)C1,1
CC(C)(C)[Si](C)(C)OC1CCNC1.CC1(C)OB(c2ccc(C(=O)O)cc2)OC1(C)C,1
COc1ccc(C(C)CNC(=O)OC(C)(C)C)cc1O.OC1Cc2ccccc2C1,1
COCc1cc(CO)cc(COC)c1,1
CI.O=Cc1cccc2[nH]ccc12,1
CC(O)C(O[Si](C(C)C)(C(C)C)C(C)C)C(COCC(NC(=O)OC(C)(C)C)C(=O)OCc1ccccc1)Cc1ccccc1,1
Cc1cccc(NS(=O)(=O)c2ccc(Br)c(C(F)(F)F)c2)n1.N#Cc1ccc(B(O)O)cc1,1
O=[N+]([O-])c1cccc(N2CCCCC2)n1,1
CNCCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1.COC(=O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)C(=O)OC(C)(C)C)cc1,1
COc1ccc(C(=O)O)cc1F.c1ccc(CC2CCCNC2)cc1,1
CCC(CC)n1c2cccc(Br)c2c(=O)n1C.Cc1ccc(B(O)O)c(C)c1,1
COC(=O)C(C)c1ccc(CNS(C)(=O)=O)c(F)c1,1
O=Cc1ccoc1.OCCNCc1ccccc1,1
Cl.Clc1cc(Cl)c(Cl)nc1Cl,1
CC(C)(C)OC(=O)N1CCC(C(=O)NN)CC1.O=C(O)CCl,1
COc1ccc2nc(-c3ccc(N)cc3)sc2c1.O=C(O)c1ccc(Br)nc1,1
CCC(CC)(c1ccc(CCC(O[Si](C)(C)C(C)(C)C)C(C)(C)C)c(C)c1)c1ccc(B2OC(C)(C)C(C)(C)O2)c(C)c1.CCOC(=O)Cc1ccc(Br)nc1,1
CCOC(=O)CS.N#CCNC(=O)C1CCCCC1CS(=O)(=O)c1ccc(F)cc1,1
CO.O=C(O)c1cccc2[nH]ccc12,1
CC(=O)Nc1ncc(-c2ccc(OCc3ccccc3)cc2)nc1Cc1ccccc1,1
CCOc1cc2ccc(=O)oc2cc1OCCCCl.c1ccc(N2CCNCC2)cc1,1
Cc1ccc(COC2CCCCO2)cc1[N+](=O)[O-],1
CCOC(=O)CCCCCBr.Oc1ccc(I)cc1,1
CC(C)(C)c1ccc(C(=O)Cl)cc1.NCc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,1
COc1cnc(Cl)nc1N(C)C(C)C.OB(O)c1ccccn1,1
CC(C(=O)O)N(C)C(=O)OC(C)(C)C.CCOC(=O)C1Cc2cccnc2N1C(=O)C(N)C1CCOCC1,1
Cc1cc(C=O)oc1C.N#Cc1cnc2c(C(F)(F)F)cc(N)cc2c1Nc1ccc(F)c(Cl)c1,1
NCc1cccs1.O=C(O)c1nc2c(C(F)(F)F)cc(-c3ccc[nH]3)cn2c1Cl,1
COc1ccc2c(c1)C1(CCC2)CCCn2cncc21,1
Cc1nc(C(C)(N)C2CC2)no1.O=C(O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,1
CCOC(=O)C(C)(C)Sc1nc(CCOc2ccc(N3CCN(c4ccccc4)CC3)cc2)cs1,1
C=CCNC(C)c1ccccc1.CC(C)c1ccc2c(Nc3cc(C(=O)O)ccc3Sc3ccc(NC(=O)OC(C)(C)C)cc3)ncnc2n1,1
Cc1cc(CCl)ccc1[N+](=O)[O-].FC(F)(F)c1n[nH]cc1C(F)(F)C(F)(F)F,1
COC(=O)C1CCC(c2nc(-c3ccncc3)no2)CC1,1
COC(=O)c1cc(B(O)O)ccc1F.COc1c(C(C)=O)cc(Cl)c(C)c1Br,1
CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)O)CCN3C=O)cc1.Nc1ccc(C(O)c2ccccn2)cc1,1
CCI.Cc1ccc(O)cc1[N+](=O)[O-],1
CC(C)(CO)C1CCCCC1,1
Clc1cc2c(nn1)-c1ccccc1CC2.c1ccc(N2CCNCC2)cc1,1
COc1cc2ncnc(N)c2cc1OC.O=C=Nc1c(Cl)cccc1Cl,1
O=C1C2CC2(c2ccccc2)CN1Cc1ccc(F)cc1,1
CC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1C.C[S+](C)C,1
CNCc1c(C(=O)OC)n(-c2ccccc2)c2cc(Cl)ccc2c1=O.CS(=O)(=O)c1ccc(C(=O)O)cc1,1
Cc1c(C)c(S(=O)(=O)NC(=N)NCCCC(N)C(=O)OC(C)(C)C)c(C)c2c1OC(C)(C)CC2.Cc1cc(Cc2ccccc2)c(=O)n(CC(=O)O)c1,1
OB(O)c1ccncc1.OC(c1ccccc1)(c1ccccc1)C1CCN(CCCOc2ccc(Br)cc2)CC1,1
Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(O)ccc3n(C)c12.O=C(O)CCCCC(=O)O,1
CC(N)=S.CCOC(=O)C(Cl)C(=O)c1ccc(C)cc1,1
Cc1ccc(Oc2cccc(C(C)N)c2)cn1.O=C(O)C=Cc1ccccc1F,1
CCOC(=O)c1oc2ccccc2c1C,1
Brc1ccc2c(cnn2CC2CC2)c1.Cc1ccc(C(=O)NC2CC2)cc1B1OC(C)(C)C(C)(C)O1,1
CCOC(=O)CBr.Nc1ccc2c(c1)OCO2,1
CCN1CCCC1C(=O)OC,1
C#CC(O)(COC(C)=O)COC(C)=O.CC(=O)OC(CCC1C(=O)N(c2ccc(C#C[Si](C)(C)C)cc2)C1c1ccc(Br)cc1)c1ccc(F)cc1,1
Brc1cnc2[nH]c(-c3ncco3)c(-c3ccccc3)c2c1.Cl,1
CCOC(=O)CP(=O)(OCC)OCC.COc1ccc(CN2C(=O)C(NC(=O)OC(C)(C)C)C2C(C)=O)c(OC)c1,1
NNc1ccc(C(=O)O)cc1.O=Cc1ccc(O)c(O)c1,1
CC(=O)c1ccc2c(c1)C(C)(C)CCO2,1
CCNc1ccccc1.COCOCCCl,1
CC(=O)Cl.CC(C)(C)Cc1nc2cc(S(=O)(=O)C(C)(C)CN)ccc2n1CC1CC1,1
Nc1ccc2c(=O)cc(-c3ccccc3)oc2c1[N+](=O)[O-],1
CCOc1ccc(B(O)O)c(F)c1F.Oc1ccc(Br)c(F)c1F,1
Cc1cnc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(OC(C)CO[Si](C)(C)C(C)(C)C)c2)cn1,1
COc1ccc(-c2ccc(C)cc2)cc1P(=O)(OC)OC.O=C1CCC(=O)N1Br,1
CN1CCC(c2cccc3ccc(Br)cc23)CC1.OB(O)c1cncnc1,1
CCOC(=O)C1(C)CC1c1c(O)cccc1OCOC,1
COc1cc(F)ccc1-c1cc[nH]c(=O)c1.Cn1c2c(c3ccc(Br)cc31)CN(C(=O)OC(C)(C)C)CC2,1
CC1(C)OB(c2cncc(NS(=O)(=O)c3ccc(F)cc3F)c2)OC1(C)C.Clc1ccc2ncnc(OC3CCOCC3)c2n1,1
CC(C)(C)OC(=O)Nc1cc(C(=O)O)cc(S(C)(=O)=O)c1.CNOC,1
CCOC(=O)CCCBr.Cc1c(CC(N)=O)c2ccc(O)cc2n1Cc1ccccc1,1
N#Cc1n[nH]c2ccc(N)cc12.O=S(=O)(Cl)c1cccc(F)c1,1
NCC=CCOc1cc(CN2CCCCC2)ccn1.O=C(O)CCSCCO,1
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(N)c3)nn2c1-c1ccncc1.O=S(=O)(Cl)c1cccc(OC(F)F)c1,1
Cn1nnc(C(=O)O)n1.Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)cn3c2)c1,1
O=C1CN(C(c2ccccc2)c2ccccc2)C1.[CH3][Mg+],1
CC=CC=CC(=O)O.Nc1cc2c3c(c(-c4ccccc4)[nH]c3c1)C=NNC2=O,1
CN1CCN(c2nn(N)c(=O)c3ccccc23)CC1.O=C(O)Cc1ccc(Cl)cc1,1
CCOC(=O)CBr.CCOc1c(F)cc(C2CC3(C=Cc4ccccc4O3)CCN2)cc1F,1
COC(=O)c1ccc(Cl)nc1.NCCc1c[nH]cn1,1
NCc1ccc(Oc2ccccc2)s1.Nc1nc2c(cc1C(=O)O)CCC2,1
CC(C)(C)OC(=O)N1CCC(O)(c2ccc(Cl)cc2)CC1.CI,1
COc1ccc(C(O)C(Cl)(Cl)Cl)cc1.COc1ccc(O)cc1,1
C[S+](C)(C)=O.O=C1CCN(CCOCCc2cccc(Cl)c2Cl)CC1,1
CCc1nn(-c2c(C)cc(C)cc2C)c(CC)c1C=O.OCC1Cc2ccccc2CN1,1
COC(=O)C1CCC=CCCC1,1
CC1(C)C(=O)N(C(c2ccc(F)cc2F)C(O)CO)c2ccccc21,1
COc1cccc(C=O)c1OCc1ccccc1.Nc1cccc(-c2c(Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)c1,1
COC(=O)c1ccc(Br)s1.O=C1CCCN1,1
O=C(OCc1ccccc1)N1CCC2(CC1)C(=O)NC(=O)N2c1ccc(F)cc1,1
CN(Cc1c[nH]c(-c2cccnc2F)c1F)C(=O)OC(C)(C)C.Cc1occc1S(=O)(=O)Cl,1
CN(C)Cc1ccc(-c2cccc(-n3c(=O)n(C4CCC(NC(=O)OC(C)(C)C)CC4)c(=O)c4cc(F)cnc43)c2)cc1,1
COc1cc(O)c2c(=O)cc(C(=O)O)oc2c1.Nc1ccc(CC2SC(=O)NC2=O)cc1,1
CCCCCCCCCBr.O=C1Nc2c(cccc2-c2ccccc2)C1=O,1
COc1cc2c(Nc3cc(N)ccc3C)ncnc2cc1OCC1CCCN(C)C1.O=C(O)c1ccnc(N2CCOCC2)c1,1
CCOc1ccccc1OCCBr.COc1ccc(CC(C)N)cc1S(C)=O,1
CC(C)(C)OC(=O)N1CC(CN(C(=O)C(F)(F)F)C2CC2c2ccccc2)C1,1
C=CCC(CC(=O)OC(C)(C)C)C(=O)O.OCC1CCCN1,1
Brc1cccc(-c2cccnc2)c1.CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4N)cc3)cc2)CC1,1
COc1cncc(C(=O)O)c1.Nc1cnc(OCC(F)(F)F)c(-c2ccc(Cl)cc2)c1,1
COc1ccc2c(c1)CNC2,1
C#CC1CCCN(C(=O)OC(C)(C)C)C1.Fc1ccc(I)cc1,1
CNc1ncc(I)cc1N.O=C(O)c1ncccc1Cl,1
CCc1ccc(NC(=O)Nc2ccc(Oc3ccnc(C#N)c3)cc2)cc1.[N-]=[N+]=[N-],1
COC(=O)c1cc(Br)cc(C(=O)OC)c1.Cc1ccc(B2OC(C)(C)C(C)(C)O2)c(C#N)c1,1
CC(=O)O.CC(=O)c1ccc(C)nc1Cl,1
C#CC(C)(C)C.NS(=O)(=O)c1ccccc1S(=O)(=O)NC(=O)c1ccc(Br)nc1,1
COc1cc(C(=O)O)ccc1Cc1cn(C(C)=O)c2ccc([N+](=O)[O-])cc12,1
CC(C)(C)OC(=O)N1CCCNCC1.COCCn1c(Cl)nc2ccccc21,1
COC(=O)c1ccc(N2S(=O)(=O)c3ccccc3S2(=O)=O)cc1,1
Cn1nc(-c2ccc([N+](=O)[O-])cc2)c2ccccc2c1=O,1
BrCCC1OCCO1.CS(=O)(=O)c1ccc(Br)c(Cl)c1O,1
C#CC(C)O.Fc1cc(I)ccn1,1
CO.O=C(Cl)c1cccc(CBr)c1,1
CCOC(=O)CCCCCCNC(=O)c1cc2cccc3c2n1CCC3.NO,1
CCC(C)N.COc1ccc(-c2nc(CCl)nc3cc(OC)c(OC)cc23)cc1OC,1
CC1CC(N)=NN1c1ccccc1.CCC(=O)Cl,1
COc1cccc(N)c1.Cc1c[nH]c2ncnc(N3CCC(C)(C(=O)O)CC3)c12,1
COC(=O)Cc1c(Cl)ccc2ncc(C)cc12.O=C1CCC(=O)N1Br,1
C=CC1CC1(NC(=O)OC(C)(C)C)C(=O)NS(=O)(=O)C1(CCC)CC1,1
COC(=O)c1ccc(CCOc2ccc([N+](=O)[O-])cc2)nc1,1
COC(=O)C(CNC(=O)OC(C)(C)C)NC(=O)c1sc(C(=O)NCc2ccc(F)c(O)c2)cc1C,1
C=CCN(CCc1ccc(N)cc1)C(=O)OC(C)(C)C.CC(C)c1ccc(S(=O)(=O)Cl)cc1,1
CN.CS(=O)(=O)OCCCn1cc2c(-c3ccc(F)cc3)c(-c3ccncc3)c(-c3ccc(F)cc3)nc2n1,1
CC1CNCCN1c1cc(-c2ccc(F)cc2)nc(N2CCCC2C)n1.COc1ccc(Cl)c(Cl)n1,1
COC(=O)c1ccc2[nH]cc(C(=O)C[N+](=O)[O-])c2c1,1
Brc1ccc(Br)nc1.CC(C)(C)OC(=O)NCCC1CCNCC1,1
C=Cc1ccc(C(C)(C)C(C)(C(=O)OC)N(C)C(=O)OC(C)(C)C)cc1,1
FC(F)(F)c1nc(Cl)c(-c2ccccc2)c(-c2ccccc2)n1.[N-]=[N+]=[N-],1
CC(=O)OC(C)=O.CC(C)c1ccc(NN)cc1,1
CCCC1CC(=O)N(Cn2cnc3c(N)nc(Cl)nc32)C1,1
CC(=O)Nc1ccc(-c2nc(SCc3cccc(CNC(=O)OC(C)(C)C)n3)nc(N)c2C#N)cc1,1
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)O.CC(C)(C)[Si](C)(C)Oc1ccc(C2CCC(O)CC2)c(O[Si](C)(C)C(C)(C)C)c1,1
CC(C)(C)OC(=O)N1CCC(Cl)CC1.Clc1nc(N2CCOCC2)c2nc[nH]c2n1,1
CC(C)(C)OC(=O)N1CCCCC1c1noc(CCl)n1.O=C1c2ccccc2C(=O)N1Cc1ccc(O)cc1,1
CC(=O)O.CCCOc1cc(F)cc(CC(N)C(O)C2COC(OCC(C)(C)C)C(C)N2C(=O)OC(C)(C)C)c1,1
Cc1ccc(CCCO)cc1.Cc1ccc(S(=O)(=O)Cl)cc1,1
CC(C)CNc1nccc(-c2scnc2-c2cccc(N)c2)n1.O=S(=O)(Cl)c1c(F)cccc1F,1
COC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(N4CCCCC4)nc3[nH]c2=O)c1,1
CC(C)(C)OC(=O)NN1CCC(NC(=O)OCc2ccccc2)C1=O,1
CS(=O)(=O)Cl.Nc1cc(CNc2ncnc3ccc(Cl)cc23)ccc1Cl,1
COC(=O)Cc1ccc(CCc2csc(NC(C)=O)n2)cc1.NN,1
CCOc1ccc(N)cc1.Clc1nn2ccnc2c(Cl)c1Cl,1
CC(C)(C)OC(=O)N(C(=O)CCl)C(CO)COCc1ccccc1,1
CCOC(=O)c1csc(Br)n1.NC1CC1,1
Fc1ccc2c(c1)CNC2.O=C(O)c1cn(-c2ccc(F)cc2)c2c(F)c(F)c(F)cc2c1=O,1
CC(O)(c1ccc(Cl)cc1)C1CC1C#N,1
Cc1c(C)c2c(c(C)c1O)C(O)CC(C)(C=C(Cl)Cl)O2,1
Nc1ccccc1S(N)(=O)=O.O=C(O)c1ccc([N+](=O)[O-])c(OCc2ccccc2)c1,1
CCOC(=O)C1CCNCC1.COc1ccccc1Br,1
CC(C)(C)OC(=O)Nc1ccc(Cl)cc1C(=O)C1CCCCC1,1
N#Cc1ccc(F)c(F)c1.OCC(C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,1
COC(=O)c1ccc(-c2cc[nH]n2)s1.O=C(CBr)Nc1cnc2ccccc2c1,1
Cc1c(N)cccc1Cl.O=[N+]([O-])c1cccnc1Cl,1
N#CCc1ccccc1Br.O=C(O)c1ccc(B(O)O)cc1,1
CC(=O)OC(C)=O.Nc1ccc(C(=O)c2ccccc2)cc1,1
CN1CCN(C)C(c2ccc(Nc3ncc4ccc(Br)n4n3)cc2)C1=O.COc1ccc(B(O)O)cn1,1
COC(=O)c1sccc1N.O=C1CCC1,1
CC1(C)Cc2cc(Cl)cc(C(=O)O)c2NC1c1cccc(N2CCOCC2)c1.CS(N)(=O)=O,1
C=C(C#N)CBr.COP(=O)(CCO)OC,1
CN(Cc1cc(-c2ccc(C=O)cc2)cs1)C(=O)c1ccccc1.O=C1CSC(=O)N1,1
O=C(OC(=O)C(F)(F)F)C(F)F.OCCN1CCNCC1,1
COCc1nccc(N2CCOCC2)n1,1
BrCCCCBr.Sc1ccccc1,1
CN1CCN(c2cc(N)ccn2)CC1.O=S(=O)(Cl)c1cccc(OC(F)F)c1,1
CC(C)(C)OC(=O)NC(C)(C)C(=O)O.Cc1ccc(-c2ccc(S(=O)(=O)Nc3cc(N)ccc3Cl)cc2F)o1,1
CCCCCCCCCCCC(=O)O.CC[Si](CC)(CC)c1occ(CO)c1-c1ccccc1,1
CC(C)(C)c1cc(C(=O)CN)cc(C(C)(C)C)c1O.CCOc1cc(C=O)c(Br)cc1C(=O)NC,1
Fc1cccc(-c2nc3cnn(Cc4ccc(Br)nc4)cc-3n2)c1F.O=[N+]([O-])c1ccc(B(O)O)c(C(F)(F)F)c1,1
CC1=C(C(=O)NC(C)C(=O)O)Cc2ccccc21.COC(=O)C(N)Cc1ccc(OC)cc1,1
